Studio,Status,Exclusivity,Game Identifier,Game Name,EN,CN,TH,VN,ID,KR,MY,PTBR,ESLA,RU,TR,BN,HI,RTP,Volatility,Highest Payout,Bonus,Hit Rate,Reels,Display,Game Type,Win Tiers,Line/Ways,Buy Feature,Free Spin,Respin,Retrigger,Lucky Draw,Bonus,Hold & Spin,Multiplier Symbol,Increasing Multiplier,Featured Wild,Progressive Jackpot,Fixed Jackpot,Double Chance feature,Gamification,Design Theme & Features,Market Filter,Additional Market Filter,Country Filter,Game Description,GAME DEMO,Brochure EN,Brochure CN,Game Banners,PSD File,Game Design Document,"Localisation
(Translation Progress)",UKGC Certification,GLI 19 Certification,PAGCOR Certification,"
Global Labs
Certification (Peru)"
WTF,Launched,,leppys-loot,LEPPY LOOT,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,96.00%,HIGH,1000X,-,33.31%,5x3,"Portrait, Landscape",Video Slots,,20 Paylines,,✓,,,,,,,,✓,,,,,"Green, gold, brown, beer mugs, coins, pipes, hats, harps, mushrooms, clovers, horseshoes, boots, leprechauns, forest, stone ring, Irish folklore, treasure hunt
",North America,Latin America,"United States of America
Brazil
Vietnam","Leppy Loots is a 5x3 slot game featuring 20 paylines. Packed with whimsical symbols, the game includes 8 regular icons, a Scatter symbol, and an Expanding Wild that triggers one of three special features: X2 Wild, Sticky Wild, or Random Wild. Collect 3 or more Scatter symbols to unlock 10 Free Spins and enjoy multiplier payouts of up to 100x your bet. The Expanding Wild can appear on reels 2, 3, and 4, transforming your gameplay with big win potential. Join the mischievous leprechaun and discover hidden treasures on every spin!",https://cdn.kingmidasdev.net/syn33/demo8/lobbys/kmgamelauncher/#/gamelauncher/8/leppys-loot?currency=HKD&lang=en&test=1,https://publiccdn.kingdomhall729.com/Product+Sheet/leppy-loot_product-brochure_en.pdf,https://publiccdn.kingdomhall729.com/Product+Sheet/leppy-loot_product-brochure_cn.pdf,https://publiccdn.kingdomhall729.com/Zip_masterGames/KingMidas/leppy-loot_assets.zip,https://publiccdn.kingdomhall729.com/MarketingAssetsPSD/KingMidas/leppy-loot_psd.zip,,,PENDING,PENDING,PENDING,PENDING
WTF,Launched,,piggy-heist,PIGGY HEIST,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,96.02%,HIGH,5000X,-,19.60%,5x3,"Portrait, Landscape",Video Slots,,20 Paylines,,,,,,,✓,,,,,✓,,,"Gold, green, brown, safes, diamonds, coins, cash, piggy bank, thief, heist, vault",North America,Latin America,"United States of America
Brazil
Vietnam","Piggy Heist is a 5x3 reel slot game with 20 paylines, featuring 7 regular symbols, a Cash symbol, and a Scatter symbol. Land 3 or more Scatters to unlock multipliers up to 50x your bet! Trigger the HOLD & SPIN feature by landing 5+ Cash symbols for 3 respins; each new Cash symbol sticks and refreshes the respins to 3, giving you even more chances to win. Fill the entire grid to activate a 2x multiplier on all winnings! Plus, take your shot at Jackpot Awards, where you can win: Mini (10x), Minor (20x), Major (100x), or the grand Mega Jackpot (500x) of your bet. Piggy Heist promises high-energy spins and thrilling rewards!",https://cdn.kingmidasdev.net/syn33/demo8/lobbys/kmgamelauncher/#/gamelauncher/8/piggy-heist?currency=HKD&lang=en&test=1,https://publiccdn.kingdomhall729.com/Product+Sheet/piggy-heist_product-brochure_en.pdf,https://publiccdn.kingdomhall729.com/Product+Sheet/piggy-heist_product-brochure_cn.pdf,https://publiccdn.kingdomhall729.com/Zip_masterGames/KingMidas/piggy-heist_assets.zip,https://publiccdn.kingdomhall729.com/MarketingAssetsPSD/KingMidas/piggy-heist_psd.zip,,,PENDING,PENDING,PENDING,PENDING
WTF,Launched,,merlins-saga,MERLIN'S SAGA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,96.42%,MEDIUM,800x,-,25.28%,5x3,"Portrait, Landscape",Video Slots,,20 Paylines,,✓,,,,,,,,,,,,,"Blue, purple, gold, spellbooks, magical orbs, wizard, dragon, shields, enchanted letters, stone pillars, starry sky, fire, magic effects, fantasy realm, magic adventure.
",North America,Latin America,"United States of America
Brazil
Vietnam","Explore the magic of Merlin's Saga, a 5x3 slot game featuring 20 paylines. This enchanting game includes 9 regular symbols, a Scatter symbol, and a Wild symbol that substitutes for all others except Scatter. Activate the Mystery Symbol Expand Feature to transform reels into matching symbols for bigger wins. Land 3 or more Scatters to unlock 8 Free Spins, where the Mystery Symbol expands exclusively into high-paying symbols, including Wilds. Spin the reels and uncover mesmerizing rewards!",https://cdn.kingmidasdev.net/syn33/demo8/lobbys/kmgamelauncher/#/gamelauncher/8/merlins-saga?currency=HKD&lang=en&test=1,https://publiccdn.kingdomhall729.com/Product+Sheet/merlins-saga_product-brochure_en.pdf,https://publiccdn.kingdomhall729.com/Product+Sheet/merlins-saga_product-brochure_cn.pdf,https://publiccdn.kingdomhall729.com/Zip_masterGames/KingMidas/merlins-saga_assets.zip,https://publiccdn.kingdomhall729.com/MarketingAssetsPSD/KingMidas/merlins-saga_psd.zip,,,PENDING,PENDING,PENDING,PENDING
WTF,Launched,,london-mystery,LONDON MYSTERY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,95.13%,LOW,200X,-,41.08%,5x3,"Portrait, Landscape",Video Slots,,25 Paylines,,✓,,✓,,,,,,,,,,,"Blue, brown, gold, newspaper, pocket watch, magnifying glass, pipe, notebook, detective, street lamps, Victorian buildings, fog, cobblestone street, mystery, investigation, London",Europe,,"Malaysia
United Kingdom
Brazil","Dive into the intrigue of London Mystery, a 5x3 slot game with 25 paylines. Featuring 10 regular symbols, a Scatter symbol, and a Wild symbol, this game promises endless excitement. The Wild appears on the 3rd reel and substitutes for all symbols except Scatter. Land special High Pay symbols in their designated positions to trigger unique payouts. Collect Scatter symbols to unlock Free Spins, where additional spins can be retriggered for even greater rewards. Uncover hidden treasures and solve the mystery with every spin!",https://cdn.kingmidasdev.net/syn33/demo8/lobbys/kmgamelauncher/#/gamelauncher/8/london-mystery?currency=HKD&lang=en&test=1,https://publiccdn.kingdomhall729.com/Product+Sheet/london-mystery_product-brochure_en.pdf,https://publiccdn.kingdomhall729.com/Product+Sheet/london-mystery_product-brochure_cn.pdf,https://publiccdn.kingdomhall729.com/Zip_masterGames/KingMidas/london-mystery_assets.zip,https://publiccdn.kingdomhall729.com/MarketingAssetsPSD/KingMidas/london-mystery_psd.zip,,,PENDING,PENDING,PENDING,PENDING
WTF,Launched,,cupid-archery,CUPID ARCHERY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,96.07%,LOW,200X,-,43.16%,5x3,"Portrait, Landscape",Video Slots,,25 Paylines,✓,✓,,,,✓,,,,,,,,,"Pink, gold, hearts, chocolates, love letters, potions, teddy bears, bunnies, cupid, romantic, Valentine’s theme, love and luck.
",Europe,,"Malaysia
United Kingdom
Brazil","Cupid Archery is a 5x3 slot game with 25 paylines, where Cupid’s magical arrows lead to exciting wins! The game features a Base Game, Free Spins, and a Wild Respin Feature. During the Base Game, every 10 spins under the same bet option guarantee a Wild Respin, with locked Wild symbols boosting your chances of big payouts. Take aim and let love bring you rewards!",https://cdn.kingmidasdev.net/syn33/demo8/lobbys/kmgamelauncher/#/gamelauncher/8/cupid-archery?currency=HKD&lang=en&test=1,https://publiccdn.kingdomhall729.com/Product+Sheet/cupid-archery_product-brochure_en.pdf,https://publiccdn.kingdomhall729.com/Product+Sheet/cupid-archery_product-brochure_cn.pdf,https://publiccdn.kingdomhall729.com/Zip_masterGames/KingMidas/cupid-archery_assets.zip,https://publiccdn.kingdomhall729.com/MarketingAssetsPSD/KingMidas/cupid-archery_psd.zip,,,PENDING,PENDING,PENDING,PENDING
WTF,Launched,,horus-glory,HORUS GLORY,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,96.02%,MEDIUM,500X,-,24.81%,5x3,"Portrait, Landscape",Video Slots,,20 Paylines,,,,,,,,,✓,,,,,,"Gold, purple, pyramids, scarabs, ankhs, jars, Egyptian gods, pharaohs, cats, wings, Eye of Horus, hieroglyphs, columns, temple, desert, ancient Egypt, treasure hunt
",MENA,,"United States of America
United Kingdom
Egypt","Unveil the treasures of ancient Egypt with Horus Glory, a 5x3 slot game featuring 20 paylines. This captivating game includes 9 regular symbols, a Scatter symbol, and a Mystery symbol that transforms into any symbol from the 1st reel, including Scatter. Land 6 or more Scatters anywhere on the reels to unlock Scatter Wins of up to 1500x your bet! Trigger the Giant Symbol Feature when reels 2, 3, and 4 spin together, filling the reels with massive symbols for incredible payouts. Experience the power of Horus with every spin!",https://cdn.kingmidasdev.net/syn33/demo8/lobbys/kmgamelauncher/#/gamelauncher/8/horus-glory?currency=HKD&lang=en&test=1,https://publiccdn.kingdomhall729.com/Product+Sheet/horus-glory_product-brochure_en.pdf,https://publiccdn.kingdomhall729.com/Product+Sheet/horus-glory_product-brochure_cn.pdf,https://publiccdn.kingdomhall729.com/Zip_masterGames/KingMidas/horus-glory_assets.zip,https://publiccdn.kingdomhall729.com/MarketingAssetsPSD/KingMidas/horus-glory_psd.zip,,,PENDING,PENDING,PENDING,PENDING
WTF,Launched,,rome-gladiator,ROME GLADIATOR,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,96.18%,MEDIUM,500X,-,30.41%,5x3,"Portrait, Landscape",Video Slots,,20 Paylines,✓,✓,✓,,,,,,,,,✓,,,"Brown, gold, helmets, swords, shields, gladiators, bull, wolf, armor, Colosseum, ancient Rome, battle
",Europe,,"Malaysia
United Kingdom
Brazil","Step into the Colosseum and battle for glory in Rome Gladiator! This 5x3 slot with 20 paylines brings the thrill of ancient Rome to life. Land Gladiator symbols to trigger the Super Respin Feature for bigger wins, or hit three Scatters to unleash Free Spins. Conquer the reels with stacked Wilds and seize Jackpot rewards of up to 500x your bet!",https://cdn.kingmidasdev.net/syn33/demo8/lobbys/kmgamelauncher/#/gamelauncher/8/rome-gladiator?currency=HKD&lang=en&test=1,https://publiccdn.kingdomhall729.com/Product+Sheet/rome-gladiator_product-brochure_en.pdf,https://publiccdn.kingdomhall729.com/Product+Sheet/rome-gladiator_product-brochure_cn.pdf,https://publiccdn.kingdomhall729.com/Zip_masterGames/KingMidas/rome-gladiator_assets.zip,https://publiccdn.kingdomhall729.com/MarketingAssetsPSD/KingMidas/rome-gladiator_psd.zip,,,PENDING,PENDING,PENDING,PENDING
WTF,Launched,"All, UFA",salsa-fury,Salsa Fury,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,96.30%,HIGH,1500X,-,27.52%,7x7,"Portrait, Landscape",Video Slots,,Megaways,,✓,,✓,,,,,,,,,,,Brown/Green/Red/Sombrero/Piñata/Carnival/Taco/Cactus,Latin America,Europe,"Mexico
United States of America
Brazil","Salsa Fury turns up the heat in a 7x7 reel slot fiesta where every spin brings spicy wins! Match 3 or more symbols in combination from left to win. Each win triggers the cascading, letting new symbols drop in for nonstop wins. Land 4 or more Scatters to trigger up to 12 Free Spins and each cascade will doubles your multiplier! Spin the reels, feel the heat, Salsa Fury is your ticket to a spicy 1500x jackpot!
在7x7轴老虎机的热情滚动中，从左匹配3个或更多符号完成连线即可获胜，每次胜利都会触发连锁消除，新符号如皮纳塔糖果般纷飞落下，带来更多胜利机会！收集4个或更多Scatter符号，就能解锁最多12次免费旋转，每次消除都让倍率翻倍！伴随着欢快的节日鼓点，让你的奖励与狂欢气氛一同升温，冲击1500倍的终极大奖！",https://cdn.kingmidasdev.net/syn33/demo8/lobbys/kmgamelauncher/#/gamelauncher/8/salsa-fury?currency=HKD&lang=en&test=1,https://publiccdn.kingdomhall729.com/Product+Sheet/salsa-fury_product-brochure_en.pdf,https://publiccdn.kingdomhall729.com/Product+Sheet/salsa-fury_product-brochure_cn.pdf,https://publiccdn.kingdomhall729.com/Zip_masterGames/KingMidas/salsa-fury_assets.zip,https://publiccdn.kingdomhall729.com/MarketingAssetsPSD/KingMidas/salsa-fury_psd.zip,,,PENDING,PENDING,PENDING,PENDING
WTF,Launched,,samba-rhapsody,Samba Rhapsody,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,96.33%,HIGH,2500x,-,47.01%,5x3,Portrait,Video Slots,,20 Paylines,,✓,,✓,,,,,,,,,,,,,,,,https://cdn.kingmidasdev.net/syn33/demo8/lobbys/kmgamelauncher/#/gamelauncher/8/samba-rhapsody?currency=HKD&lang=en&test=1,https://publiccdn.kingdomhall729.com/Product+Sheet/samba-rhapsody_product-brochure_en.pdf,https://publiccdn.kingdomhall729.com/Product+Sheet/samba-rhapsody_product-brochure_cn.pdf,https://publiccdn.kingdomhall729.com/Zip_masterGames/KingMidas/samba-rhapsody_assets.zip,https://publiccdn.kingdomhall729.com/MarketingAssetsPSD/KingMidas/samba-rhapsody_psd.zip,,,PENDING,PENDING,PENDING,PENDING
WTF,Post-Production,,lucky-cat-gala,Lucky Cat Gala,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,96.46%,HIGH,9000x,-,21.71%,3x3,Portrait,Video Slots,,Count on Reels Pay,,,,,,,,✓,,,,,,,,,,,,https://cdn.kingmidasdev.net/syn33/m13/lobbys/kmgamelauncher/#/gamelauncher/8/lucky-cat-gala?test=1&lang=en&currency=USD,,,,,,,PENDING,PENDING,PENDING,PENDING
WTF,QA + Post Production,,aces-of-noble,Aces of Noble,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,96.68%,HIGH,2500X,-,,4x5,Portrait,Video Slots,,Tumble,,✓,,✓,,,,,✓,,,,,,,,,,,,,,,,,,,,,
WTF,Pre-Production,,,Mammoth Gold,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTF,Pre-Production,,,Fossil Frenzy,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTF,Pre-Production,,,Circus ,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTF,Pre-Production,,,Calavera Clash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
